"","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Store_Age"
"5835",13.85,"Low",0.051544658,"Soft Drinks",142.5154,"Medium","Tier 3","Grocery Store",141.8154,20
"5836",9,"Low",0.03898577,"Soft Drinks",34.619,"Medium","Tier 1","Supermarket Type1",732.38,19
"5837",18.85,"Regular",0.138868769,"Snack Foods",251.8724,"Medium","Tier 3","Supermarket Type2",3271.7412,9
"5838",7.825,"Regular",0.251094747,"Frozen Foods",156.6288,"Medium","Tier 3","Grocery Store",628.5152,20
"5839",16,"Low",0.041112694,"Snack Foods",139.9496,"Medium","Tier 3","Supermarket Type2",3105.2912,9
"5840",13.15,"Low",0.043755405,"Snack Foods",182.895,"Small","Tier 2","Supermarket Type1",3112.615,14
"5841",6.635,"Regular",0.006351876,"Baking Goods",120.3098,"Medium","Tier 3","Supermarket Type2",1446.1176,9
"5842",7.5,"Low",0.036308404,"Health and Hygiene",175.4028,"Small","Tier 2","Supermarket Type1",2833.6448,16
"5843",17.1,"Low",0.054428368,"Breads",84.9566,"Medium","Tier 3","Supermarket Type2",1014.6792,9
"5844",13.2247693817468,"Low",0.064362554,"Fruits and Vegetables",193.7794,"Medium","Tier 3","Supermarket Type3",4876.985,33
"5845",7.93,"Low",0.071538243,"Health and Hygiene",44.5086,"Small","Tier 2","Supermarket Type1",1249.0408,11
"5846",12.6,"Low",0.007468056,"Household",186.9556,"Medium","Tier 1","Supermarket Type1",3379.6008,19
"5847",15.6,"Low",0.081562686,"Baking Goods",112.7544,"Small","Tier 2","Supermarket Type1",1118.544,11
"5848",13.3847364953887,"Low",0.02746599,"Household",181.5976,"Small","Tier 1","Grocery Store",543.2928,33
"5849",14.85,"Low",0.093652168,"Baking Goods",141.5812,"Small","Tier 2","Supermarket Type1",427.4436,16
"5850",7.315,"Low",0.015364173,"Snack Foods",154.334,"Medium","Tier 3","Supermarket Type2",4287.752,9
"5851",12,"Regular",0.020442889,"Meat",98.0042,"Medium","Tier 1","Supermarket Type1",1587.2672,19
"5852",16.35,"Low",0.034813556,"Household",128.402,"Medium","Tier 3","Supermarket Type2",1265.02,9
"5853",17.75,"Low",0.097862839,"Health and Hygiene",239.3196,"Medium","Tier 1","Supermarket Type1",3615.294,19
"5854",13.3847364953887,"Low",0.067824456,"Household",167.7842,"Small","Tier 1","Grocery Store",165.7842,33
"5855",13.2247693817468,"Regular",0.11173569,"Fruits and Vegetables",115.9492,"Small","Tier 1","Grocery Store",115.8492,33
"5856",18.6,"Low",0.048160824,"Snack Foods",188.9898,"Small","Tier 2","Supermarket Type1",3554.7062,11
"5857",12.65,"Low",0.047197936,"Others",114.1202,"High","Tier 3","Supermarket Type1",3488.1262,31
"5858",13.4260689045936,"Regular",0.06292013,"Dairy",88.9856,"Medium","Tier 3","Supermarket Type3",3515.424,33
"5859",16.25,"Low",0.057385239,"Fruits and Vegetables",126.2046,"Small","Tier 2","Supermarket Type1",1369.5506,14
"5860",13.4260689045936,"Low",0.005209791,"Dairy",265.2884,"Medium","Tier 3","Supermarket Type3",3179.8608,33
"5861",13.2247693817468,"Low",0.025527994,"Fruits and Vegetables",157.5262,"Small","Tier 1","Grocery Store",477.3786,33
"5862",20.2,"Regular",0.096495426,"Meat",175.6028,"Small","Tier 2","Supermarket Type1",3364.9532,14
"5863",13.3847364953887,"Low",0.173574402,"Household",214.0902,"Small","Tier 1","Grocery Store",1061.951,33
"5864",15.35,"Low",0.020409765,"Soft Drinks",218.3508,"Medium","Tier 3","Supermarket Type2",2387.5588,9
"5865",7.785,"Low",0.088888291,"Fruits and Vegetables",64.751,"Small","Tier 2","Supermarket Type1",1201.769,16
"5866",17.6,"Low",0.097367722,"Dairy",89.3856,"Medium","Tier 1","Supermarket Type1",878.856,19
"5867",15.1,"Low",0.059275452,"Household",238.9248,"High","Tier 3","Supermarket Type1",6636.6944,31
"5868",9.395,"Regular",0.100555034,"Baking Goods",88.8856,"Medium","Tier 1","Supermarket Type1",439.428,19
"5869",9.27,"Low",0.061775607,"Dairy",150.105,"Small","Tier 2","Supermarket Type1",2696.49,14
"5870",13.2247693817468,"Regular",0.012974937,"Fruits and Vegetables",115.9834,"Medium","Tier 3","Supermarket Type3",2994.7684,33
"5871",18.85,"Low",0.042614361,"Canned",255.333,"High","Tier 3","Supermarket Type1",1794.331,31
"5872",13.1423139534884,"Low",0.050535312,"Health and Hygiene",130.031,"Small","Tier 1","Grocery Store",129.831,33
"5873",11,"Low",0.008944844,"Meat",122.3756,"Small","Tier 2","Supermarket Type1",2059.9852,14
"5874",13.15,"Low",0.056418354,"Soft Drinks",142.4812,"Small","Tier 2","Supermarket Type1",2422.1804,14
"5875",5.46,"Regular",0.032227432,"Canned",186.824,"Medium","Tier 1","Supermarket Type1",1864.24,19
"5876",13.4260689045936,"Regular",0.127108578,"Dairy",120.744,"Medium","Tier 3","Supermarket Type3",2756.412,33
"5877",12.35,"Regular",0.064441812,"Fruits and Vegetables",110.957,"Medium","Tier 3","Grocery Store",219.714,20
"5878",6.865,"Low",0.057152139,"Snack Foods",211.8218,"Small","Tier 2","Supermarket Type1",4915.6014,11
"5879",17.75,"Low",0.11147467,"Others",108.0912,"Medium","Tier 1","Supermarket Type1",1637.868,19
"5880",13.3847364953887,"Low",0.028410335,"Household",158.0604,"Medium","Tier 3","Supermarket Type3",4595.3516,33
"5881",13.2247693817468,"Regular",0.289522833,"Fruits and Vegetables",172.0764,"Small","Tier 1","Grocery Store",171.7764,33
"5882",19.35,"Low",0,"Health and Hygiene",65.3168,"Medium","Tier 3","Grocery Store",191.7504,20
"5883",13.8,"Regular",0.064207277,"Fruits and Vegetables",76.0012,"Small","Tier 1","Supermarket Type1",1214.4192,21
"5884",9.3,"Low",0.042463728,"Hard Drinks",121.9388,"Medium","Tier 3","Supermarket Type2",1114.5492,9
"5885",17,"Regular",0.139521931,"Canned",266.8884,"Small","Tier 1","Supermarket Type1",5034.7796,21
"5886",20.2,"Low",0,"Household",187.1898,"High","Tier 3","Supermarket Type1",2993.4368,31
"5887",14,"Regular",0.060768862,"Frozen Foods",154.8656,"Small","Tier 2","Supermarket Type1",1390.1904,11
"5888",9.195,"Low",0.101294945,"Baking Goods",46.2744,"Small","Tier 1","Supermarket Type1",1086.5856,21
"5889",8.39,"Low",0.120474481,"Household",165.5868,"Small","Tier 2","Supermarket Type1",1965.4416,14
"5890",5.735,"Low",0.05695045,"Fruits and Vegetables",177.937,"Small","Tier 2","Supermarket Type1",1587.933,14
"5891",8.155,"Low",0.119351235,"Meat",190.153,"High","Tier 3","Supermarket Type1",4933.578,31
"5892",17.7,"Regular",0.226122963,"Starchy Foods",185.7924,"Medium","Tier 3","Grocery Store",370.1848,20
"5893",16.7,"Low",0.026620627,"Household",249.2776,"Small","Tier 1","Supermarket Type1",4210.5192,21
"5894",17.25,"Low",0.042480566,"Dairy",173.4764,"Small","Tier 2","Supermarket Type1",2404.8696,11
"5895",12.8173442136499,"Regular",0,"Meat",98.2042,"Small","Tier 1","Grocery Store",198.4084,33
"5896",13.5,"Regular",0.159720671,"Fruits and Vegetables",147.6102,"Small","Tier 1","Supermarket Type1",4082.6856,21
"5897",18,"Low",0.124348482,"Frozen Foods",118.3124,"High","Tier 3","Supermarket Type1",948.0992,31
"5898",20.75,"Regular",0.063684145,"Breakfast",151.7682,"Small","Tier 2","Supermarket Type1",1372.2138,11
"5899",17.6,"Regular",0.016092971,"Breads",45.8402,"Medium","Tier 3","Supermarket Type2",1102.5648,9
"5900",13,"Regular",0,"Soft Drinks",173.6054,"High","Tier 3","Supermarket Type1",1751.054,31
"5901",6.055,"Low",0.025552424,"Fruits and Vegetables",158.492,"Small","Tier 2","Supermarket Type1",3994.8,11
"5902",12.85,"Low",0.030591255,"Starchy Foods",251.404,"High","Tier 3","Supermarket Type1",2277.036,31
"5903",10.6,"Low",0.035336287,"Health and Hygiene",87.0224,"Medium","Tier 3","Supermarket Type2",1193.1136,9
"5904",18.7,"Low",0.104658344,"Frozen Foods",121.2072,"Small","Tier 2","Supermarket Type1",1470.0864,14
"5905",6.235,"Low",0.020198354,"Household",257.9962,"Small","Tier 1","Supermarket Type1",517.9924,21
"5906",15.25,"Low",0.089816808,"Frozen Foods",217.3192,"Small","Tier 1","Supermarket Type1",5608.6992,21
"5907",19.2,"Regular",0.022954444,"Fruits and Vegetables",184.495,"Medium","Tier 1","Supermarket Type1",4028.09,19
"5908",11.65,"Low",0.174049032,"Dairy",52.9298,"Small","Tier 1","Supermarket Type1",647.1576,21
"5909",18.7,"Low",0.044024163,"Baking Goods",125.902,"Medium","Tier 3","Grocery Store",126.502,20
"5910",8.275,"Low",0.110739031,"Household",103.3306,"Medium","Tier 3","Supermarket Type2",2404.2038,9
"5911",8.895,"Regular",0.039008625,"Baking Goods",209.0296,"High","Tier 3","Supermarket Type1",2285.0256,31
"5912",20.35,"Low",0.054277132,"Snack Foods",117.3466,"Medium","Tier 3","Supermarket Type2",824.9262,9
"5913",15.85,"Regular",0.007160908,"Snack Foods",39.348,"Small","Tier 2","Supermarket Type1",719.064,16
"5914",19,"Low",0.129226104,"Household",190.5872,"High","Tier 3","Supermarket Type1",1890.872,31
"5915",10.85,"Low",0,"Household",119.0808,"High","Tier 3","Supermarket Type1",2343.616,31
"5916",5.095,"Regular",0.129479176,"Snack Foods",139.7838,"Small","Tier 2","Supermarket Type1",1264.3542,14
"5917",10,"Low",0.021512619,"Household",247.775,"Medium","Tier 3","Supermarket Type2",3745.125,9
"5918",5.34,"Regular",0.005958918,"Snack Foods",101.6358,"High","Tier 3","Supermarket Type1",1709.1086,31
"5919",17.2,"Regular",0.056941603,"Fruits and Vegetables",222.5088,"High","Tier 3","Supermarket Type1",5369.0112,31
"5920",13.3847364953887,"Low",0.026491715,"Household",247.2776,"Medium","Tier 3","Supermarket Type3",6191.94,33
"5921",13.2247693817468,"Low",0.066298469,"Fruits and Vegetables",186.824,"Medium","Tier 3","Supermarket Type3",6338.416,33
"5922",10.5,"Low",0.041360997,"Fruits and Vegetables",39.5164,"High","Tier 3","Supermarket Type1",926.7936,31
"5923",10.5,"Regular",0.142759833,"Breads",159.3578,"Medium","Tier 1","Supermarket Type1",3048.6982,19
"5924",16.7,"Regular",0.042792568,"Dairy",118.6782,"Medium","Tier 3","Supermarket Type2",1549.3166,9
"5925",8.43,"Low",0.177694846,"Household",171.1422,"Small","Tier 1","Supermarket Type1",2586.633,21
"5926",7.785,"Low",0.139552827,"Dairy",105.6306,"Small","Tier 1","Supermarket Type1",418.1224,21
"5927",11.35,"Regular",0.045052492,"Snack Foods",102.6016,"Medium","Tier 1","Supermarket Type1",3137.2496,19
"5928",11.6,"Low",0.037581243,"Health and Hygiene",98.9042,"Small","Tier 1","Supermarket Type1",1488.063,21
"5929",6.365,"Low",0.007342171,"Frozen Foods",59.9536,"High","Tier 3","Supermarket Type1",980.0576,31
"5930",5.11,"Low",0.034945416,"Household",161.121,"Small","Tier 2","Supermarket Type1",2609.936,16
"5931",10.1,"Low",0.056030907,"Household",115.1492,"High","Tier 3","Supermarket Type1",1737.738,31
"5932",12.85,"Low",0.099553084,"Frozen Foods",40.0164,"Small","Tier 2","Supermarket Type1",1312.9576,11
"5933",7.725,"Low",0.047782959,"Canned",249.1092,"Small","Tier 1","Supermarket Type1",2490.092,21
"5934",12.2771082089552,"Low",0.007180374,"Baking Goods",47.4034,"Medium","Tier 3","Supermarket Type3",631.8442,33
"5935",13.8532846715328,"Low",0.019592289,"Others",56.9614,"Small","Tier 1","Grocery Store",221.0456,33
"5936",13.2247693817468,"Regular",0.078758649,"Fruits and Vegetables",116.3808,"Small","Tier 1","Grocery Store",234.3616,33
"5937",17.1,"Low",0,"Household",167.0842,"Medium","Tier 3","Supermarket Type2",1326.2736,9
"5938",12.9878795546559,"Low",0.18358896,"Snack Foods",154.663,"Small","Tier 1","Grocery Store",312.926,33
"5939",20.1,"Low",0.034623782,"Household",118.9782,"High","Tier 3","Supermarket Type1",1549.3166,31
"5940",16.75,"Low",0.032586709,"Health and Hygiene",191.9162,"Small","Tier 1","Supermarket Type1",4040.7402,21
"5941",13.1423139534884,"Low",0.008519718,"Health and Hygiene",116.9492,"Medium","Tier 3","Supermarket Type3",2780.3808,33
"5942",8.905,"Low",0.143010016,"Frozen Foods",61.6878,"High","Tier 3","Supermarket Type1",1029.9926,31
"5943",6.78,"Regular",0,"Baking Goods",94.012,"High","Tier 3","Supermarket Type1",1211.756,31
"5944",16.85,"Regular",0.079624087,"Snack Foods",111.6544,"High","Tier 3","Supermarket Type1",2125.2336,31
"5945",14.65,"Low",0.17138805,"Fruits and Vegetables",50.7692,"Small","Tier 1","Supermarket Type1",1034.6532,21
"5946",20.7,"Low",0,"Dairy",78.467,"Small","Tier 1","Supermarket Type1",1607.907,21
"5947",12.9878795546559,"Regular",0.235859408,"Snack Foods",46.1402,"Small","Tier 1","Grocery Store",45.9402,33
"5948",12.1,"Low",0.148612263,"Fruits and Vegetables",104.528,"Medium","Tier 1","Supermarket Type1",1384.864,19
"5949",9.1,"Low",0.134393836,"Household",48.0718,"Medium","Tier 3","Grocery Store",47.2718,20
"5950",15.2,"Low",0.033599041,"Household",107.7912,"Small","Tier 1","Supermarket Type1",1091.912,21
"5951",15.15,"Regular",0.066311153,"Frozen Foods",145.776,"Small","Tier 2","Supermarket Type1",3954.852,16
"5952",13.4260689045936,"Low",0.049623924,"Dairy",83.225,"Medium","Tier 3","Supermarket Type3",1498.05,33
"5953",20.6,"Low",0.13893181,"Baking Goods",119.5756,"Medium","Tier 3","Grocery Store",121.1756,20
"5954",15.3,"Low",0,"Household",103.5332,"Small","Tier 2","Supermarket Type1",3383.5956,14
"5955",11.4003278688525,"Low",0.040636926,"Hard Drinks",224.6088,"Medium","Tier 3","Supermarket Type3",4474.176,33
"5956",19.25,"Low",0.107940533,"Household",35.5558,"High","Tier 3","Supermarket Type1",305.6022,31
"5957",9.3,"Regular",0.03362713,"Meat",156.1314,"Small","Tier 2","Supermarket Type1",620.5256,11
"5958",12.867061281337,"Low",0.142436015,"Frozen Foods",62.3878,"Medium","Tier 3","Supermarket Type3",1514.695,33
"5959",17.25,"Regular",0.125200788,"Breakfast",41.648,"Small","Tier 2","Supermarket Type1",679.116,14
"5960",21.25,"Low",0.019407069,"Snack Foods",119.3756,"High","Tier 3","Supermarket Type1",3271.7412,31
"5961",20.1,"Regular",0.054445198,"Frozen Foods",151.7366,"Small","Tier 2","Supermarket Type1",4836.3712,14
"5962",18.75,"Low",0.01040777,"Household",209.4954,"Medium","Tier 3","Supermarket Type2",2500.7448,9
"5963",17.6,"Regular",0.039443715,"Snack Foods",95.841,"Small","Tier 2","Supermarket Type1",1641.197,11
"5964",17.75,"Regular",0.038042233,"Baking Goods",154.2656,"Medium","Tier 3","Supermarket Type2",3398.2432,9
"5965",19.25,"Regular",0.034770109,"Canned",141.9496,"Small","Tier 2","Supermarket Type1",988.0472,16
"5966",18.85,"Low",0.141862435,"Canned",171.0132,"Medium","Tier 1","Supermarket Type1",4396.9432,19
"5967",17.7,"Low",0.019438042,"Frozen Foods",95.541,"Medium","Tier 3","Grocery Store",96.541,20
"5968",13.8532846715328,"Low",0.073012871,"Others",67.5142,"Medium","Tier 3","Supermarket Type3",2306.997,33
"5969",17.5,"Low",0.026848529,"Frozen Foods",264.891,"High","Tier 3","Supermarket Type1",4996.829,31
"5970",10.5,"Low",0.019033838,"Soft Drinks",185.624,"High","Tier 3","Supermarket Type1",6897.688,31
"5971",16.75,"Low",0.032771033,"Health and Hygiene",192.3162,"Small","Tier 2","Supermarket Type1",2308.9944,11
"5972",8.935,"Low",0.04026424,"Frozen Foods",52.6298,"Small","Tier 2","Supermarket Type1",808.947,16
"5973",12.8173442136499,"Regular",0.074729835,"Meat",183.795,"Small","Tier 1","Grocery Store",549.285,33
"5974",15.35,"Low",0.074601506,"Snack Foods",90.983,"Small","Tier 2","Supermarket Type1",1348.245,14
"5975",11.8474598930481,"Low",0.078576075,"Soft Drinks",78.467,"Small","Tier 1","Grocery Store",229.701,33
"5976",15.85,"Low",0.081719458,"Breads",178.037,"High","Tier 3","Supermarket Type1",2646.555,31
"5977",6.215,"Low",0.012173543,"Fruits and Vegetables",36.4848,"Small","Tier 2","Supermarket Type1",447.4176,16
"5978",12.9878795546559,"Low",0.091318935,"Snack Foods",230.7352,"Medium","Tier 3","Supermarket Type3",8474.3024,33
"5979",9.5,"Low",0.085075063,"Hard Drinks",189.0872,"Small","Tier 2","Supermarket Type1",3970.8312,14
"5980",17.7,"Low",0.174644552,"Fruits and Vegetables",113.2834,"Medium","Tier 1","Supermarket Type1",1727.751,19
"5981",19.2,"Low",0.041395775,"Household",129.731,"Medium","Tier 3","Supermarket Type2",1298.31,9
"5982",8.05,"Regular",0.164679597,"Dairy",112.1518,"Small","Tier 1","Supermarket Type1",1252.3698,21
"5983",14.7,"Low",0.121012632,"Fruits and Vegetables",49.4034,"Medium","Tier 3","Grocery Store",194.4136,20
"5984",11.5,"Regular",0.037563325,"Snack Foods",109.5254,"Small","Tier 2","Supermarket Type1",1627.881,14
"5985",19.85,"Low",0.026115595,"Household",49.0376,"Small","Tier 2","Supermarket Type1",143.8128,11
"5986",20,"Low",0.05848134,"Health and Hygiene",113.3544,"Small","Tier 1","Supermarket Type1",2572.6512,21
"5987",8.96,"Regular",0.068880971,"Fruits and Vegetables",195.3768,"High","Tier 3","Supermarket Type1",2759.0752,31
"5988",5.615,"Low",0.125964559,"Health and Hygiene",124.773,"Medium","Tier 1","Supermarket Type1",2956.152,19
"5989",17,"Low",0.055746931,"Dairy",220.0114,"Small","Tier 2","Supermarket Type1",2217.114,11
"5990",5.82,"Low",0.080804019,"Household",171.479,"Small","Tier 2","Supermarket Type1",4074.696,16
"5991",13.2247693817468,"Regular",0.086983591,"Fruits and Vegetables",219.8456,"Medium","Tier 3","Supermarket Type3",1547.3192,33
"5992",19.1,"Low",0.064547828,"Fruits and Vegetables",212.8586,"Medium","Tier 3","Grocery Store",422.1172,20
"5993",13.3847364953887,"Low",0.075361182,"Household",155.6656,"Medium","Tier 3","Supermarket Type3",3243.7776,33
"5994",12.8173442136499,"Low",0.081651443,"Meat",152.5682,"Small","Tier 1","Grocery Store",152.4682,33
"5995",9.695,"Low",0.190711254,"Health and Hygiene",159.1604,"Medium","Tier 3","Grocery Store",633.8416,20
"5996",20.6,"Low",0.023585598,"Fruits and Vegetables",94.7778,"Small","Tier 2","Supermarket Type1",1314.2892,11
"5997",9.195,"Low",0.115064263,"Frozen Foods",58.6246,"Medium","Tier 1","Supermarket Type1",868.869,19
"5998",10.695,"Low",0.057909547,"Fruits and Vegetables",60.4536,"Small","Tier 2","Supermarket Type1",183.7608,16
"5999",15.75,"Low",0.054920146,"Baking Goods",195.8452,"Small","Tier 2","Supermarket Type1",4893.63,14
"6000",19.6,"Low",0.041291169,"Household",86.9514,"Small","Tier 1","Supermarket Type1",1416.8224,21
"6001",12.768202247191,"Low",0.021273161,"Breakfast",229.1326,"Medium","Tier 3","Supermarket Type3",7393.0432,33
"6002",17.35,"Regular",0.02758789,"Canned",86.1856,"High","Tier 3","Supermarket Type1",703.0848,31
"6003",9.3,"Low",0.11178154,"Frozen Foods",182.3292,"Medium","Tier 3","Grocery Store",182.4292,20
"6004",6.71,"Regular",0.02960641,"Baking Goods",65.4142,"Medium","Tier 1","Supermarket Type1",1516.0266,19
"6005",17.1,"Low",0.129140919,"Fruits and Vegetables",109.4886,"Small","Tier 2","Supermarket Type1",1667.829,11
"6006",5.175,"Regular",0.029555773,"Snack Foods",105.9622,"Small","Tier 2","Supermarket Type1",1693.7952,16
"6007",12.65,"Low",0.063146492,"Soft Drinks",159.6578,"Medium","Tier 3","Supermarket Type2",962.7468,9
"6008",16.5,"Regular",0.066352552,"Breakfast",181.2292,"Medium","Tier 1","Supermarket Type1",4195.8716,19
"6009",11.3469362745098,"Low",0.246678647,"Breads",129.7994,"Small","Tier 1","Grocery Store",385.4982,33
"6010",7.725,"Low",0.047977607,"Canned",249.5092,"Medium","Tier 3","Supermarket Type2",2241.0828,9
"6011",7,"Low",0.151712642,"Canned",104.828,"Small","Tier 2","Supermarket Type1",1278.336,16
"6012",12.1,"Low",0.030174246,"Canned",76.667,"Medium","Tier 1","Supermarket Type1",1531.34,19
"6013",7.6,"Regular",0.238366442,"Starchy Foods",171.8448,"Medium","Tier 3","Grocery Store",852.224,20
"6014",12.85,"Low",0.055603753,"Fruits and Vegetables",195.6768,"Medium","Tier 3","Grocery Store",394.1536,20
"6015",17.75,"Regular",0.029648306,"Fruits and Vegetables",142.4838,"Small","Tier 2","Supermarket Type1",1264.3542,14
"6016",13.2247693817468,"Regular",0.105812357,"Fruits and Vegetables",175.0396,"Medium","Tier 3","Supermarket Type3",4012.1108,33
"6017",20.25,"Low",0.02593166,"Household",182.5976,"High","Tier 3","Supermarket Type1",3078.6592,31
"6018",12.9878795546559,"Low",0.019671473,"Snack Foods",214.756,"Small","Tier 1","Grocery Store",213.056,33
"6019",6.76,"Regular",0.028982682,"Fruits and Vegetables",79.596,"Small","Tier 1","Supermarket Type1",1438.128,21
"6020",12.9878795546559,"Regular",0.019153299,"Snack Foods",57.6588,"Small","Tier 1","Grocery Store",400.8116,33
"6021",14.15,"Low",0.184254826,"Soft Drinks",82.4276,"Medium","Tier 3","Supermarket Type2",1218.414,9
"6022",20.75,"Low",0.025169703,"Health and Hygiene",150.4734,"Medium","Tier 1","Supermarket Type1",1187.7872,19
"6023",7.84,"Regular",0.153494979,"Canned",48.935,"Small","Tier 1","Supermarket Type1",798.96,21
"6024",19.6,"Low",0.034093203,"Soft Drinks",56.6614,"Small","Tier 2","Supermarket Type1",1492.0578,11
"6025",10.5,"Low",0.045655118,"Household",169.8106,"Medium","Tier 3","Grocery Store",171.1106,20
"6026",5.655,"Low",0.142732848,"Fruits and Vegetables",167.95,"Medium","Tier 3","Grocery Store",166.45,20
"6027",12.5,"Regular",0.110163385,"Fruits and Vegetables",83.6592,"Medium","Tier 1","Supermarket Type1",1320.9472,19
"6028",10.195,"Low",0.041934387,"Snack Foods",44.6428,"Small","Tier 2","Supermarket Type1",615.1992,14
"6029",13.3847364953887,"Low",0.028868467,"Household",146.3786,"Medium","Tier 3","Supermarket Type3",5056.751,33
"6030",6.135,"Regular",0.079312367,"Baking Goods",151.7366,"Small","Tier 2","Supermarket Type1",3325.0052,14
"6031",9.1,"Low",0.174085625,"Baking Goods",124.6362,"Small","Tier 2","Supermarket Type1",2390.8878,14
"6032",14.6,"Low",0.059732844,"Others",241.2538,"Medium","Tier 3","Supermarket Type2",5287.7836,9
"6033",20.7,"Low",0.039245805,"Household",151.4366,"Small","Tier 1","Supermarket Type1",1511.366,21
"6034",19,"Regular",0.097510482,"Frozen Foods",48.1718,"Small","Tier 2","Supermarket Type1",709.077,16
"6035",9.195,"Low",0.114885647,"Frozen Foods",59.6246,"Small","Tier 1","Supermarket Type1",1100.5674,21
"6036",13.3847364953887,"Low",0.072295507,"Household",89.7514,"Small","Tier 1","Grocery Store",88.5514,33
"6037",6.425,"Low",0.010436256,"Canned",115.5808,"Small","Tier 2","Supermarket Type1",3749.7856,14
"6038",12.15,"Low",0.104257037,"Starchy Foods",34.0532,"Medium","Tier 3","Grocery Store",179.766,20
"6039",17,"Low",0.126440335,"Household",125.2362,"Medium","Tier 1","Supermarket Type1",1384.1982,19
"6040",13.6907307692308,"Regular",0,"Starchy Foods",59.8904,"Medium","Tier 3","Supermarket Type3",1757.712,33
"6041",12.768202247191,"Regular",0.120965853,"Breakfast",55.8614,"Small","Tier 1","Grocery Store",110.5228,33
"6042",13.1423139534884,"Low",0,"Health and Hygiene",152.0708,"Medium","Tier 3","Supermarket Type3",2106.5912,33
"6043",9,"Regular",0.069031467,"Breakfast",55.0614,"High","Tier 3","Supermarket Type1",442.0912,31
"6044",6.215,"Regular",0.049823839,"Baking Goods",226.6062,"Medium","Tier 3","Supermarket Type2",677.1186,9
"6045",7.475,"Low",0.126752975,"Household",154.2656,"Medium","Tier 3","Grocery Store",308.9312,20
"6046",11,"Low",0.1062679,"Breads",123.2046,"Medium","Tier 3","Supermarket Type2",3237.1196,9
"6047",19.7,"Low",0.053305463,"Fruits and Vegetables",58.193,"Medium","Tier 1","Supermarket Type1",848.895,19
"6048",18.75,"Low",0.023820082,"Dairy",97.6042,"High","Tier 3","Supermarket Type1",1488.063,31
"6049",11.6,"Low",0.037549969,"Health and Hygiene",101.2042,"High","Tier 3","Supermarket Type1",2281.6966,31
"6050",13,"Low",0.03525175,"Household",48.0034,"Medium","Tier 3","Supermarket Type2",923.4646,9
"6051",7.285,"Low",0.031200065,"Household",174.7054,"Medium","Tier 1","Supermarket Type1",6303.7944,19
"6052",13.2247693817468,"Regular",0.106538757,"Fruits and Vegetables",145.4786,"Medium","Tier 3","Supermarket Type3",5779.144,33
"6053",18.6,"Low",0.012673238,"Household",121.5414,"Medium","Tier 1","Supermarket Type1",4020.7662,19
"6054",6.615,"Low",0.093307668,"Dairy",195.9426,"High","Tier 3","Supermarket Type1",2570.6538,31
"6055",10.1,"Low",0.056191301,"Household",115.7492,"Small","Tier 2","Supermarket Type1",579.246,16
"6056",17.7,"Low",0.116542484,"Snack Foods",182.6266,"Small","Tier 1","Supermarket Type1",3504.1054,21
"6057",10.5,"Low",0.011285795,"Household",235.8248,"Small","Tier 2","Supermarket Type1",4266.4464,14
"6058",11.8474598930481,"Regular",0.127308434,"Soft Drinks",186.6924,"Medium","Tier 3","Supermarket Type3",7033.5112,33
"6059",12.3,"Low",0.069742672,"Soft Drinks",106.2938,"Medium","Tier 3","Supermarket Type2",1715.1008,9
"6060",12.2771082089552,"Low",0.093010026,"Baking Goods",143.0812,"Medium","Tier 3","Supermarket Type3",3704.5112,33
"6061",18.85,"Low",0.03961061,"Snack Foods",41.648,"High","Tier 3","Supermarket Type1",759.012,31
"6062",7.485,"Low",0.069514712,"Snack Foods",108.7228,"Small","Tier 2","Supermarket Type1",1326.2736,11
"6063",14.3,"Regular",0.083147702,"Meat",210.1586,"Medium","Tier 3","Grocery Store",422.1172,20
"6064",10.6,"Low",0.011106465,"Breads",42.7454,"Medium","Tier 1","Supermarket Type1",419.454,19
"6065",13.2247693817468,"Low",0.02528566,"Fruits and Vegetables",158.792,"Medium","Tier 3","Supermarket Type3",4474.176,33
"6066",13.65,"Regular",0.072851756,"Frozen Foods",197.1426,"High","Tier 3","Supermarket Type1",3954.852,31
"6067",12.9878795546559,"Regular",0.011072421,"Snack Foods",85.354,"Medium","Tier 3","Supermarket Type3",2077.296,33
"6068",13.65,"Regular",0.031494041,"Canned",98.87,"Medium","Tier 1","Supermarket Type1",2197.14,19
"6069",6.445,"Low",0.029667053,"Baking Goods",94.4436,"High","Tier 3","Supermarket Type1",1134.5232,31
"6070",8.895,"Low",0,"Household",111.9544,"Small","Tier 2","Supermarket Type1",1565.9616,14
"6071",16.7,"Low",0.022099982,"Dairy",110.1886,"Medium","Tier 1","Supermarket Type1",1334.2632,19
"6072",6.115,"Regular",0.011372972,"Frozen Foods",89.6488,"Small","Tier 1","Supermarket Type1",1267.6832,21
"6073",11.3,"Regular",0.091310237,"Meat",96.9094,"Medium","Tier 3","Grocery Store",190.4188,20
"6074",9.3,"Regular",0.033437991,"Meat",153.2314,"Small","Tier 1","Supermarket Type1",2326.971,21
"6075",7.725,"Low",0.029117482,"Household",123.0414,"Medium","Tier 1","Supermarket Type1",1583.9382,19
"6076",18,"Low",0.039071642,"Snack Foods",145.3418,"Medium","Tier 1","Supermarket Type1",882.8508,19
